model,MAE,RMSE,MAPE,R2
RandomForest_noCRS,0.00754492899033755,0.010103642471779712,1.002483662397919,0.30541078856185355
ARIMA_noCRS,0.059642070855214106,0.06316911879673363,7.964559201459363,-26.15074375122788
