period,attendances_type1,attendances_type2,attendances_type3,total_attendances,emergency_admissions,emergency_admissions_type1,pct_within_4h_all,pct_within_4h_type1,pct_within_4h_type2,pct_within_4h_type3,attendances_over_4h,attendances_under_4h,booked_attendances
2019-09-01,1342510.0,48217.0,732618.0,2123345.0,399724.0,391228.0,0.852436214064934,0.7700109003559438,0.980136969608345,0.9883702867861487,282197.0,1630176.0,
2019-10-01,1376347.0,50391.0,744147.0,2170885.0,421106.0,412649.0,0.836351977352883,0.7446165021242127,0.9793905559432426,0.9889785850269834,320025.0,1635544.0,
2019-11-01,1366383.0,47179.0,729943.0,2143505.0,416459.0,408116.0,0.8144121221229261,0.7132654779871929,0.9790723562152134,0.9852698704845841,358128.0,1571567.0,
2019-12-01,1373654.0,43458.0,763425.0,2180537.0,424634.0,416017.0,0.7980703954007523,0.6863394876217499,0.9874223978069822,0.9794674877229076,396198.0,1565862.0,
2020-01-01,1327234.0,49597.0,737878.0,2114709.0,416541.0,408501.0,0.816828082271278,0.7116748418495624,0.9843878389482333,0.9865329041039594,348776.0,1555315.0,
2020-02-01,1237255.0,45124.0,687312.0,1969691.0,382277.0,374612.0,0.8278686306369899,0.7297012427382219,0.9879161144460903,0.9864763629595917,305307.0,1468379.0,
2020-03-01,1013021.0,32747.0,486033.0,1531801.0,325833.0,319392.0,0.8427721577463726,0.7633701746026799,0.990945603156708,0.9911839821335781,216801.0,1162096.0,
2020-04-01,689720.0,19726.0,207129.0,916575.0,257928.0,252680.0,0.904434409727913,0.8727678828419125,0.9974943052391799,0.9961780189224513,78135.0,739471.0,
2020-05-01,924218.0,26479.0,311140.0,1261837.0,312719.0,308798.0,0.9350872425820419,0.9115850471565272,0.9975525976814084,0.9968183153154413,72861.0,1049584.0,
2020-06-01,1016132.0,30894.0,363576.0,1410602.0,337709.0,332910.0,0.9277690098945253,0.9002326505642111,0.9942874323511726,0.9964285071699742,90711.0,1165135.0,
2020-07-01,1120421.0,32759.0,435106.0,1588286.0,363383.0,358671.0,0.9199074620723886,0.8872683210507439,0.9940942028985508,0.9953840957706308,113278.0,1301061.0,
2020-08-01,1179019.0,32231.0,507753.0,1719003.0,370208.0,365503.0,0.8917074531930195,0.8432366078514937,0.9885242896425298,0.993930025072101,166099.0,1367700.0,20475.0
2020-09-01,1163948.0,33295.0,496637.0,1693880.0,370595.0,365705.0,0.8729565605006236,0.8163077189908866,0.9897390060779406,0.9928218324642785,192094.0,1319940.0,23505.0
2020-10-01,1111958.0,33012.0,454377.0,1599347.0,371959.0,367175.0,0.8442802394821414,0.7758909541002634,0.9881923492382761,0.9940145208154768,221002.0,1198227.0,24467.0
2020-11-01,1036350.0,31872.0,416954.0,1485176.0,348677.0,343989.0,0.8384673788427518,0.7682107523752196,0.9859035587736866,0.994435649339152,212753.0,1104337.0,27976.0
2020-12-01,1039474.0,29838.0,405362.0,1474674.0,356505.0,351824.0,0.8028191416552535,0.7204304729041685,0.989247311827957,0.9931506664762577,257854.0,1049849.0,39920.0
2021-01-01,941194.0,25744.0,343868.0,1310806.0,348045.0,343534.0,0.7851247133545389,0.7005346557199925,0.9880423480480197,0.992635744815577,249811.0,912775.0,47245.0
2021-02-01,903771.0,27972.0,346348.0,1278091.0,323046.0,318460.0,0.8392178475375865,0.773622404942534,0.9843845682792407,0.9919019829317269,182335.0,951715.0,47970.0
2021-03-01,1161079.0,35656.0,494547.0,1691282.0,382922.0,375926.0,0.8613983182498302,0.8006659034273113,0.9806359983372592,0.9895664881303717,208329.0,1294748.0,68980.0
2021-04-01,1259266.0,35363.0,571603.0,1866232.0,392276.0,385748.0,0.8535662487627448,0.787619934378907,0.9839294429338353,0.9844375024894306,242921.0,1415993.0,78732.0
2021-05-01,1396116.0,38747.0,640679.0,2075542.0,418466.0,411470.0,0.8369499781901333,0.7631459744439247,0.9850694553816108,0.9817965438318503,300908.0,1544587.0,92868.0
2021-06-01,1436111.0,39162.0,681859.0,2157132.0,407919.0,401052.0,0.8129722432875456,0.7315810690577226,0.9809647073678894,0.967187375848205,358838.0,1559797.0,80320.0
2021-07-01,1430733.0,39313.0,690082.0,2160128.0,410568.0,402085.0,0.7772118466249653,0.6764163269739448,0.9735241169532559,0.9654721878921028,428003.0,1493118.0,77791.0
2021-08-01,1341757.0,39864.0,654346.0,2035967.0,388791.0,381911.0,0.7701669873537929,0.6617316078510184,0.9757391039317281,0.9697956913419612,416277.0,1394938.0,74342.0
2021-09-01,1392405.0,40503.0,694296.0,2127204.0,385723.0,379118.0,0.7521863188810197,0.6396885676114917,0.9725201880197661,0.954985925278013,468210.0,1421153.0,72035.0
2021-10-01,1419010.0,39701.0,706091.0,2164802.0,395708.0,389169.0,0.7393421642661584,0.6193521830854877,0.9739439641959414,0.9565790889664396,501642.0,1422881.0,77627.0
2021-11-01,1336830.0,39025.0,662100.0,2037955.0,381508.0,374964.0,0.7406114999350124,0.6190077721070847,0.9728264256777812,0.9602974796680404,470980.0,1344752.0,76891.0
2021-12-01,1250568.0,34913.0,589161.0,1874642.0,379964.0,370950.0,0.7343175886842802,0.6122625579255296,0.9719097222222223,0.9660308976424073,443247.0,1225087.0,72068.0
2022-01-01,1247417.0,36557.0,591228.0,1875202.0,365492.0,358968.0,0.7434936722832389,0.6230288342375588,0.9690413777084647,0.9707340146539948,427604.0,1239427.0,71945.0
2022-02-01,1205820.0,37970.0,581573.0,1825363.0,341197.0,334835.0,0.732801260516107,0.6087066726411082,0.963946687122447,0.9619895359865182,433787.0,1189675.0,66969.0
2022-03-01,1421526.0,41910.0,711362.0,2174798.0,381548.0,374562.0,0.7162997854340806,0.5867194948048043,0.966501635831958,0.9477000362509537,549773.0,1388093.0,74762.0
2022-04-01,1312380.0,37898.0,678518.0,2028796.0,359931.0,352982.0,0.7224834728955487,0.5899043992982225,0.9616521008926072,0.9526140085164422,503748.0,1311452.0,71405.0
2022-05-01,1437421.0,41874.0,753758.0,2233053.0,384787.0,377496.0,0.7283510115206183,0.6005645192656487,0.966627138743012,0.9466462323954747,541689.0,1452388.0,75589.0
