period,attendances_type1,attendances_type2,attendances_type3,total_attendances,emergency_admissions,emergency_admissions_type1,pct_within_4h_all,pct_within_4h_type1,pct_within_4h_type2,pct_within_4h_type3,attendances_over_4h,attendances_under_4h,booked_attendances,year,month,quarter,covid_period,crs_period,pct_within_4h_all_lag_1,pct_within_4h_all_lag_3,pct_within_4h_all_lag_12,total_attendances_lag_1,total_attendances_lag_12,emergency_admissions_lag_1,target_roll_mean_3,target_roll_mean_12,split
2019-09-01,1342510.0,48217.0,732618.0,2123345.0,399724.0,391228.0,0.852436214064934,0.7700109003559438,0.980136969608345,0.9883702867861487,282197.0,1630176.0,20475.0,2019,9,3,0,1,0.8629276500280426,0.8636920723462779,0.8894368286304747,2125435.0,2005695.0,399953.0,0.8600917033249851,0.862000129100969,train
2019-10-01,1376347.0,50391.0,744147.0,2170885.0,421106.0,412649.0,0.836351977352883,0.7446165021242127,0.9793905559432426,0.9889785850269834,320025.0,1635544.0,20475.0,2019,10,4,0,1,0.852436214064934,0.8649112458819785,0.8900933497219513,2123345.0,2079492.0,399724.0,0.85057194714862,0.8575216814035467,train
2019-11-01,1366383.0,47179.0,729943.0,2143505.0,416459.0,408116.0,0.8144121221229261,0.7132654779871929,0.9790723562152134,0.9852698704845841,358128.0,1571567.0,20475.0,2019,11,4,0,1,0.836351977352883,0.8629276500280426,0.8760446687116353,2170885.0,2037847.0,421106.0,0.834400104513581,0.8523856358544876,train
2019-12-01,1373654.0,43458.0,763425.0,2180537.0,424634.0,416017.0,0.7980703954007523,0.6863394876217499,0.9874223978069822,0.9794674877229076,396198.0,1565862.0,20475.0,2019,12,4,0,1,0.8144121221229261,0.852436214064934,0.8644632183941728,2143505.0,2047518.0,416459.0,0.8162781649588539,0.8468529006050359,train
2020-01-01,1327234.0,49597.0,737878.0,2114709.0,416541.0,408501.0,0.816828082271278,0.7116748418495624,0.9843878389482333,0.9865329041039594,348776.0,1555315.0,20475.0,2020,1,1,0,1,0.7980703954007523,0.836351977352883,0.843525141560121,2180537.0,2113413.0,424634.0,0.8097701999316521,0.8446281456642989,train
2020-02-01,1237255.0,45124.0,687312.0,1969691.0,382277.0,374612.0,0.8278686306369899,0.7297012427382219,0.9879161144460903,0.9864763629595917,305307.0,1468379.0,20475.0,2020,2,1,0,1,0.816828082271278,0.8144121221229261,0.8422525009629417,2114709.0,1954947.0,416541.0,0.8142557027696734,0.843429489803803,train
2020-03-01,1013021.0,32747.0,486033.0,1531801.0,325833.0,319392.0,0.8427721577463726,0.7633701746026799,0.990945603156708,0.9911839821335781,216801.0,1162096.0,20475.0,2020,3,1,1,1,0.8278686306369899,0.7980703954007523,0.8660931161481321,1969691.0,2167551.0,382277.0,0.8291562902182136,0.8414860766036564,train
2020-04-01,689720.0,19726.0,207129.0,916575.0,257928.0,252680.0,0.904434409727913,0.8727678828419125,0.9974943052391799,0.9961780189224513,78135.0,739471.0,20475.0,2020,4,2,1,1,0.8427721577463726,0.816828082271278,0.8512516777808552,1531801.0,2112165.0,325833.0,0.8583583993704252,0.8459179709325776,train
2020-05-01,924218.0,26479.0,311140.0,1261837.0,312719.0,308798.0,0.9350872425820419,0.9115850471565272,0.9975525976814084,0.9968183153154413,72861.0,1049584.0,20475.0,2020,5,2,1,1,0.904434409727913,0.8278686306369899,0.8663106936105853,916575.0,2172006.0,257928.0,0.8940979366854425,0.8516493500135325,train
2020-06-01,1016132.0,30894.0,363576.0,1410602.0,337709.0,332910.0,0.9277690098945253,0.9002326505642111,0.9942874323511726,0.9964285071699742,90711.0,1165135.0,20475.0,2020,6,2,1,1,0.9350872425820419,0.8427721577463726,0.8636920723462779,1261837.0,2107987.0,312719.0,0.9224302207348267,0.8569890948092197,train
